Ticker,AAPL,ABBV,ADBE,AMZN,BAC,COST,CRM,CSCO,CVX,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,MA,META,MRK,MSFT,NFLX,NVDA,PEP,PG,T,TSLA,UNH,V,WMT,XOM
AAPL,0.00033582999618587056,0.00010371275803597485,0.00023945110391661374,0.00022803077230962155,0.00013362596195056433,0.00011793439979265421,0.00020897938406612098,0.00016624503541922637,0.0001074112144826879,0.00011733025117890817,0.00020688397053327722,0.00013479501173994417,0.00020585506114450232,7.944835928829923e-05,0.00011713843762527454,7.247633256414684e-05,0.00018776989297034067,0.00022606635048777007,8.109287357599411e-05,0.000217161733040742,0.0002193493996480697,0.00032559644525498766,8.384090232412213e-05,7.149377720301127e-05,7.205013321131478e-05,0.0002811283792911015,0.0001319146878660983,0.00016777327702981824,7.392506809051738e-05,0.00011102287938864294
ABBV,0.00010371275803597485,0.00024883663542069957,0.00011296145794556247,8.793643919139487e-05,0.00010928763589710835,6.566710146027671e-05,0.00010686271191790491,0.00011700649139155787,0.00010863548277183028,8.441334764188456e-05,0.00012239961036857876,9.037204252537705e-05,0.0001310737130147409,8.629983641146767e-05,9.59209340406168e-05,7.030866560628994e-05,0.00011900106764588775,0.00010209942635822829,0.00010575572003189349,0.00011164172250905334,8.845335621094609e-05,0.00015478612757972754,7.105725331811961e-05,6.236358745748093e-05,8.279634759336145e-05,0.00011895914651666939,0.00011969747281847231,0.00011038983565673618,5.213635151114086e-05,0.00010472523553728627
ADBE,0.00023945110391661374,0.00011296145794556247,0.0003924195673298294,0.0002651035019005217,0.00011349480714930892,0.00013242322491197528,0.00029826281917364784,0.00017277575026926513,9.066839426364396e-05,0.00012053475650155471,0.0002385076928453899,0.00014504201833688188,0.00021142334266662115,7.45202568491696e-05,9.381829713506283e-05,7.557854325676862e-05,0.000220716664780951,0.00025655229784204747,9.163963640147909e-05,0.00026343278997291317,0.00029116304222616835,0.00038010727535479346,8.301281113734892e-05,6.697512324570115e-05,5.174733778106667e-05,0.0003222384739539846,0.00013437600165447562,0.00020276566414826453,7.251324267354217e-05,8.689261928920079e-05
AMZN,0.00022803077230962155,8.793643919139487e-05,0.0002651035019005217,0.00036050685556863674,0.00010212049048524358,0.00011766807784446647,0.00023679050336833027,0.0001504979188295438,8.098039329550841e-05,0.00010592296386575276,0.0002218694719704852,0.00012129306302957831,0.00018894489566028162,6.173034272610632e-05,8.554801001472476e-05,4.741447007915619e-05,0.000183680060298486,0.00024914017290000124,6.410801792933987e-05,0.00022486403002176068,0.00029369607501733336,0.00033891340186731215,6.288427257594772e-05,5.463011039506541e-05,4.6499228871087755e-05,0.0002763835188486448,0.00011502438436646407,0.00015763313618563724,7.112228220097545e-05,7.60730945308412e-05
BAC,0.00013362596195056433,0.00010928763589710835,0.00011349480714930892,0.00010212049048524358,0.0003713950102104368,7.131398811545301e-05,0.0001328268508407275,0.00015976092777179545,0.00021470615978942177,0.00017581486955658474,0.00014628737054782362,0.00012693972330921844,0.00017597355700514606,8.048206101862588e-05,0.00029438802711761444,0.000103270976674131,0.0001808041876990384,0.0001303404093292374,8.963995796776696e-05,0.00012499528928624446,0.00010160341188459132,0.00018396376688288897,6.583306037836289e-05,6.284783995783829e-05,0.00014969816904665187,0.00016644528154881254,0.00014388649208011163,0.0001683801977214381,5.8979076820958414e-05,0.000233774140561175
COST,0.00011793439979265421,6.566710146027671e-05,0.00013242322491197528,0.00011766807784446647,7.131398811545301e-05,0.00015373422936926446,0.00010713035475567057,0.00010238101807162327,6.077487717481648e-05,6.725414065423756e-05,0.00010551968871621473,0.00010076356251324609,0.0001147326577420108,6.480945223493886e-05,6.533102668895073e-05,6.032383313914636e-05,9.647940003938562e-05,0.00010927464323880147,6.0740716999645126e-05,0.00011828587826099962,0.0001218407880924919,0.00016855529618177876,7.094374758513942e-05,6.594238273516546e-05,5.9377500335420594e-05,0.00012607484364526972,8.658254841552944e-05,9.117634620135573e-05,8.707843170154827e-05,5.995447903063962e-05
CRM,0.00020897938406612098,0.00010686271191790491,0.00029826281917364784,0.00023679050336833027,0.0001328268508407275,0.00010713035475567057,0.00038900980645714,0.00016462681958347755,0.00010174891712486226,0.00012505438205988225,0.00021575526881635138,0.0001317599142686368,0.00018869909506951985,6.964327465997224e-05,0.00011212161546182843,7.055320533842554e-05,0.00022051970059629272,0.00023036597535175513,8.752669247681083e-05,0.0002359526667235176,0.0002582081462208324,0.00033366384155411756,7.356174241938012e-05,6.401420900986654e-05,7.079641661098542e-05,0.0002993145709153323,0.00012103794105647935,0.00019425957898704539,6.379281201769966e-05,9.706641397087878e-05
CSCO,0.00016624503541922637,0.00011700649139155787,0.00017277575026926513,0.0001504979188295438,0.00015976092777179545,0.00010238101807162327,0.00016462681958347755,0.00024898008012131187,0.00013312900668755847,0.00012837292117473157,0.00015628807202564495,0.00011955320194421717,0.0001889754905741232,9.382713709190115e-05,0.0001349986066632043,7.966414333114704e-05,0.0001696978336465024,0.0001450763532560187,9.354243950816784e-05,0.0001643608085644016,0.00015118379721467965,0.00022866017628916553,7.887127840632806e-05,7.659196256067441e-05,9.791544827080263e-05,0.00016268106854877088,0.00012309102543626332,0.00015461551121457508,7.20509238406912e-05,0.0001359479914031248
CVX,0.0001074112144826879,0.00010863548277183028,9.066839426364396e-05,8.098039329550841e-05,0.00021470615978942177,6.077487717481648e-05,0.00010174891712486226,0.00013312900668755847,0.0003017337732359591,0.0001382589483343433,0.00012866994848125072,0.00010012203605122475,0.00015450222576585926,7.626901337748153e-05,0.00018677392334886384,9.18548972692296e-05,0.00015629718913463093,0.00010927730053922318,8.597317609012821e-05,0.0001060161830772936,7.62217921835474e-05,0.0001570049319098616,5.8653484849389325e-05,5.3742378651882054e-05,0.00011751527404250946,0.0001353325524464154,0.00012420332984089882,0.00014498795300512738,5.125941835751474e-05,0.00027233254851596216
DIS,0.00011733025117890817,8.441334764188456e-05,0.00012053475650155471,0.00010592296386575276,0.00017581486955658474,6.725414065423756e-05,0.00012505438205988225,0.00012837292117473157,0.0001382589483343433,0.00027330159445106193,0.00013544355543334115,0.00010920657591673838,0.00014219509411895432,6.427009833823029e-05,0.00015650324674059324,9.082092136536229e-05,0.00017354002231315617,0.00013278795337908067,6.826629023676262e-05,0.00012014883567242785,0.00010647599224647308,0.00015594242854137082,6.622173753617272e-05,5.9372361533645625e-05,0.00010759185832117091,0.00015669412833336585,0.00010315870643097436,0.00015644566108056213,5.011769445635574e-05,0.0001526628268497746
